Organisation Code,Name,Address,Contact Telephone Number,Number of patients registered at the GP practice,Latitude,Longitude,GP Patient Number Quintile
E85052,Cranford Medical Centre,"Cranford Medical Centre, 24 High Street, Cranford, Hounslow, Middlesex, TW5 9RG",020 85648696,4777,51.48188667729738,-0.4124295701428623,2
E85053,The Medical Centre,"The Medical Centre, 45 Doncaster Drive, Northolt, Middlesex, UB5 4AT",020 88648133,5561,51.55265640473245,-0.3750609193682722,2
E85054,Hillview Surgery,"Hillview Surgery, 179 Bilton Road, Perivale, Greenford, Middlesex, UB6 7HQ",020 89974661,6108,51.54053579702405,-0.3183305736411019,3
E85055,The Bush Doctors,"The Bush Doctors, 16-17 West 12 Shopp Ctr, Shepherds Bush, London, W12 8PP",020 87491882,5192,51.503678,-0.218457,2
E85056,St Davids Practice,"Feltham Centre For Health, 3Rd Floor, The Centre, Feltham, Middlesex, TW13 4GU",020 88937448,4054,51.44636691973444,-0.4110857807791367,2
E85057,Queens Walk Practice,"Queens Walk Practice, 6 Queens Walk, Ealing, London, W5 1TP",020 89973041,3424,51.52480348279133,-0.3129854960931061,1
E85058,Blue Wing Family Doctor Unit,"Family Doctor Unit, Hounslow Health Centre, 92 Bath Road, Hounslow, Middlesex, TW3 3LN",020 86031300,2267,51.468133745540676,-0.3717604902010349,1
E85059,Chestnut Practice,"Hounslow Health Centre, 92 Bath Road, Hounslow, Middlesex, TW3 3LN",020 86301400,4796,51.468133745540676,-0.3717604902010349,2
E85060,Kingfisher Practice,"Maswell Park Health Ctr., Hounslow Avenue, Hounslow, Middlesex, TW3 2DY",020 86303482,3879,51.4611248792223,-0.3596143770475148,1
E85061,Welcome Practice,"70A Norwood Road, Southall, Middlesex, UB2 4EY",020 85741822,2077,51.49866990022139,-0.3798197527008508,1
E85062,Firstcare Practice,"Blenheim Centre, Prince Regent Road, Hounslow, Middlesex, TW3 1NL",020 86301111,2460,51.4712141,-0.3610629,1
E85064,West End Surgery,"West End Surgery, Edward Road, Northolt, Middlesex, UB5 6QN",020 88456363,4278,51.53427439477787,-0.3978043307598382,2
E85066,The Bedford Park Surgery,"The Bedford Park Surgery, 55 South Parade, Bedford Park, Chiswick, London, W4 5LH",020 89940298,4554,51.49598045778527,-0.2623023023621859,2
E85069,Oldfield Family Practice,"Oldfield Family Practice, 285 Greenford Road, Greenford, Middlesex, UB6 8RA",020 85781914,6975,51.53043459591279,-0.3510692567219993,3
E85071,Clifford House Medical Centre,"12 Hanworth Road, Feltham, Middlesex, TW13 5AD",020 88902208,3746,51.44732322793437,-0.4066777829040729,1
E85074,Brook Green Surgery,"Milson Road Health Centre, 1-13 Milson Road, Hammersmith, London, W14 0LJ",020 76037563,3519,51.49465062605981,-0.2168449963551404,1
E85075,Chiswick Family Practice,"89 Southfield Road, Chiswick, London, W4 1BB",020 89958948,1652,51.502458031393864,-0.2600819675441124,1
E85077,Shepherds Bush Medical Centre,"336 Uxbridge Road, Shepherds Bush, London, W12 7LS",020 87435153,5956,51.50661369121724,-0.2330927136787798,2
E85083,Dr Sivanesan & Partner,"Woodbridge Medical Centre, Jubilee Gardens, Southall, Middlesex, UB1 2TJ",020 85742794,6367,51.5210961975541,-0.3687611787044037,3
E85088,Elmbank Surgery,"438 Greenford Avenue, Hanwell, London, W7 3DD",020 85781430,13825,51.525549123693686,-0.3419477029454467,5
E85090,Hammond Road Surgery,"95 Hammond Road, Southall, Middlesex, UB2 4EH",020 85745057,5131,51.499656178424615,-0.3796118914578698,2
E85091,Brunswick Road Med.Ctr.,"Brunswick Road Med.Ctr., 75 Brunswick Road, Ealing, London, W5 1AQ",020 88105545,12857,51.52963394475661,-0.302498852614929,5
E85096,Medical Centre,"3-5 Cecil Road, Hounslow, Middlesex, TW3 1NU",020 85745943,7959,51.507298012440785,-0.3801477629918929,3
E85098,Islip Manor Medical Centre,"Islip Manor Medical Ctr, 45 Eastcote Lane, Northolt, Middlesex, UB5 5RG",020 88454911,4794,51.547313672280815,-0.3730157903793369,2
E85099,The Avenue Surgery,"102 The Avenue, West Ealing, London, W13 8LA",020 89972525,8418,51.5183888357023,-0.3190311011322091,4
E85103,Lady Margaret Road Medical Centre,"57 Lady Margaret Road, Southall, Middlesex, UB1 2PH",020 85745186,9718,51.51322655227325,-0.3757869384328164,4
E85107,The Mill Hill Surgery,"The Mill Hill Surgery, 111 Avenue Road, Acton, London, W3 8QH",020 89929955,7756,51.50517011479444,-0.2744455646566878,3
E85108,Mandeville Medical Centre,"Mandeville Medical Centre, 3 Mandeville Road, Northolt, Middlesex, UB5 5HB",020 88453275,3630,51.54484841695142,-0.3722672658339592,1
E85109,The Acton Health Centre,"The Acton Health Centre, 35/61 Church Road, Acton, London, W3 8QE",020 89926768,7346,51.506213617067395,-0.270198546519399,3
E85111,Perivale Medical Clinic,"2-4 Conway Crescent, Perivale, Greenford, Middlesex, UB6 8HX",020 89972457,49824,51.535111207858456,-0.3339295843773581,5
E85112,Elmtrees Surgery,"Elmtrees Surgery, 2A Horsenden Lane North, Greenford, Middlesex, UB6 0PA",020 88697910,7207,51.55058677296741,-0.3387783899159526,3
E85113,Redwood Practice,"Maswell Park Health Ctr., Hounslow Avenue, Hounslow, Middlesex, TW3 2DY",020 86303488,4977,51.4611248792223,-0.3596143770475148,2
E85114,Crosslands Surgery,"1 Crosslands Avenue, Norwood Green, Southall, Middlesex, UB2 5QY",020 85741906,10377,51.491313435694416,-0.3732671207373138,4
E85115,Pentelow Practice,"26 Pentelow Gardens, Bedfont, Feltham, Middlesex, TW14 9EF",020 88902029,4248,51.45662045304142,-0.4165736395896844,2
E85116,The Cuckoo Lane Practice,"1St Floor, 20 Church Road, Hanwell, London, W7 1DR",020 85674315,8665,51.5092399,-0.3344178,4
E85118,The Fulham Medical Centre,"The Fulham Medical Centre, 446 Fulham Road, Fulham, London, SW6 1BG",020 73856001,2026,51.48073584170229,-0.1931203226388439,1
E85119,The Mwh Practice,"The Broadway Health Ctr., 71-73 The Broadway, Southall, Middlesex, UB1 1LA",020 85747746,9927,51.511247097139176,-0.379604194423088,4
E85120,The Argyle Surgery,"The Argyle Surgery, 128 Argyle Road, West Ealing, London, W13 8ER",020 80901153,7787,51.52033718061824,-0.3225916844981813,3
E85121,Guru Nanak Medical Centre,"Guru Nanak Medical Centre, 1-3 Woodlands Road, Southall, Middlesex, UB1 1EQ",020 85741246,5885,51.51177374807303,-0.3871513650109518,2
E85122,The Florence Road Surgery,"The Florence Road Surgery, 26 Florence Road, Ealing, London, W5 3TX",020 85672111,3875,51.512717105379544,-0.2986169162321349,1
E85123,The Corfton Road Surgery,"10 Corfton Road, Ealing, London, W5 2HS",020 89974215,4220,51.519743216839295,-0.2975911657243656,2
E85125,Sterndale Surgery,"Milson Road Health Centre, 1-13 Milson Road, Hammersmith, London, W14 0LJ",020 76023797,4994,51.498326405953684,-0.2214408591513411,2
E85126,Green Practice,"The Green Practice, Hounslow H.C,92 Bath Road, Hounslow, Middlesex, TW3 3LN",0208 6301350,4382,51.468133745540676,-0.3717604902010349,2
E85127,The Barnabas Medical Ctre,"The Barnabas Medical Ctre, Girton Road, Northolt, Middlesex, UB5 4SR",020 88644437,3230,51.551055770754026,-0.35377102109339403,1
E85128,Sands End Health Clinic,"Bridge House Ctr For Hlth, 1 Broughton Road Approach, Fulham, London, SW6 2FE",020 30115745,5170,51.47312849847371,-0.1913906187512376,2
E85129,The Mansell Road Practice,"73 Mansell Road, Greenford, Middlesex, UB6 9EN",020 85750083,9404,51.52565357636706,-0.3589687225072043,4
E85130,Chiswick Family Practice,"Chiswick Family Practice, 89 Southfield Road, Chiswick, London, W4 1BB",020 89956707,5460,51.502458031393864,-0.2600819675441124,2
E85600,Willow Practice,"Maswell Park Health Ctr., Hounslow Avenue, Hounslow, Middlesex, TW3 2DY",020 86303476,8065,51.4611248792223,-0.3596143770475148,3
E85605,Brentford Group Practice,"Brentford Health Centre, Boston Manor Road, Brentford, Middlesex, TW8 8DS",020 86303844,9553,51.486759701556615,-0.3100545265524113,4
E85617,Acton Town Medical Centre,"Acton Town Medical Centre, 122 Gunnersbury Lane, Acton, London, W3 9BA",020 89931314,17043,51.50245990060878,-0.2821699734042986,5
E85623,Somerset Medical Centre,"Guv Health Centre, Taywood Road, Northolt, UB5 6WL",020 85781903,12828,51.53151433728152,-0.3762607338020158,5
E85624,"Dr Uppal & Partn, Parkview Ctr For H&W","Dr Uppal, Parkview Cfh&W, 56 Bloemfontein Road, London, W12 7FG",020 37046040,7700,51.51084517882258,-0.2352203713869086,3
E85625,Chiswick Family Drs Practice,"Chiswick Health Centre, Fishers Lane, Chiswick, London, W4 1RX",020 86303551,11071,51.49356188368886,-0.259902101397666,4
E85628,Elthorne Park Surgery,"Elthorne Park Surgery, 106 Elthorne Park Road, Hanwell, London, W7 2JJ",020 85670447,10094,51.50377066880683,-0.3263303610279056,4
E85630,Western Avenue Surgery,"Western Avenue Surgery, 56 Western Avenue, Acton, London, W3 7TY",020 87434133,8629,51.51432761442964,-0.2527983721015115,4
E85633,The Southall Medical Ctr.,"Southall Medical Centre, 223 Lady Margaret Road, Southall, Middlesex, UB1 2PT",020 85744381,4562,51.5189601849841,-0.3755397436609663,2
E85635,The Vale Surgery,"97 The Vale, Acton, London, W3 7RG",020 87434086,4229,51.506499,-0.2520713,2
E85636,Park Medical Centre,"Park Medical Centre, Inver Court,Invermead Cl, Hammersmith, London, W6 0QG",020 87417471,10789,51.49696875630704,-0.24293092721204,4
E85640,The Churchfield Road Surgery,"64 Churchfield Road, Acton, London, W3 6DL",020 89923854,8294,51.50876849217797,-0.2666144705178323,3
E85643,Meadow View,"Meadow View, 141 Mandeville Road, Northolt, Middlesex, UB5 4LZ",020 84223181,4448,51.55086048874085,-0.3610186926376829,2
E85649,Fulham Cross Medical Centre,"322 Lillie Road, Fulham, London, SW6 7PP",020 73851964,3520,51.482849114557524,-0.2141010311329108,1
E85656,Sunrise Medical Centre,"Sunrise Medical Centre, 9 Abbotts Road, Southall, Middlesex, UB1 1HS",020 88439584,4687,51.51087003919858,-0.3822547619164549,2
E85657,Ealing Park Health Centre,"Ealing Park Health Centre, 195A South Ealing Road, Ealing, London, W5 4RH",020 87580570,4514,51.497023241089686,-0.3051814450860615,2
E85658,Holly Road Medical Centre,"Holly Road Medical Centre, 2A Holly Road, Chiswick, London, W4 1NU",020 86301717,9797,51.49278660776763,-0.2603781882592254,4
E85659,"Dr Rk Kukar, Parkview Ctr For H&W","Dr Kukar, Parkview Cfh&W, 56 Bloemfontein Road, London, W12 7FG",020 37046038,1928,51.51084517882258,-0.2352203713869086,1
E85663,The Saluja Clinic,"The Saluja Clinic, 36A Northcote Avenue, Southall, Middlesex, UB1 2AY",020 85745136,2062,51.51274222696232,-0.3804302450474672,1
E85677,The Horn Lane Surgery,"156 Horn Lane, Acton, London, W3 6PH",020 89924722,2983,51.51467741716428,-0.2687137351428852,1
E85680,Cloister Road Surgery,"Cloister Road Surgery, 41-43 Cloister Road, Acton, London, W3 0DF",020 89924331,10208,51.52135163690314,-0.2655889950311508,4
E85681,Jersey Practice,"The Jersey Practice, Heston Health Centre, Cranford Lane, Heston, Middlesex, TW5 9ER",020 86303434,2749,51.48396697712721,-0.3823860174622512,1
E85682,Dormers Wells Medical Centre,"Dormers Well Medical Ctr, 143 Burns Avenue, Southall, Middlesex, UB1 2LU",020 85710078,5403,51.51499708540367,-0.365361598241899,2
E85683,Glebe Street Surgery,"1 Glebe Street, Chiswick, London, W4 2BD",020 87474800,11437,51.49138549282001,-0.2568590999863614,4
E85685,The Lilyville Surgery,"Parsons Green Health Cent, 5-7 Parsons Green, London, SW6 4UL",020 77364344,5805,51.47441808401096,-0.2002992358035289,2
E85687,Acton Lane Medical Centre,"253 Acton Lane, Bedford Park, London, W4 5DG",020 89955706,5878,51.501729,-0.2656675,2
E85692,Wellesley Road Practice,"The Wellesley Rd Surgery, 7 Wellesley Road, Chiswick, London, W4 4BJ",020 86301666,6534,51.49092624545144,-0.2713966278231291,3
E85693,Grove Park Surgery,"Grove Park Surgery, 95 Burlington Lane, Chiswick, London, W4 3ET",020 87471549,5237,51.48158730867558,-0.2649809023170605,2
E85694,The Boileau Road Surgery,"Boileau Road Surgery, 104 Boileau Road, Ealing, London, W5 3AJ",020 89976604,9426,51.519424772195215,-0.2868359906704023,4
E85696,Clifford Road Surgery,"The Surgery, 65 Clifford Road, Hounslow, Middlesex, TW4 7LR",020 85775304,3554,51.47062068668268,-0.3946933736458385,1
E85697,Greenbrook Bedfont,"Bedfont Clinic, Imperial Road, Bedfont, Middlesex, TW14 8AG",020 86303414,8129,51.4526721328319,-0.4303573453497171,3
E85699,Grove Village Medical Centre,"Grove Village Medical Ctr, 4 Cleeve Court, Grove Village, Bedfont, Feltham, Middlesex, TW14 8SN",020 87516281,13106,51.44916128095922,-0.4309496067018563,5
E85707,Skyways Medical Centre,"Skyways Medical Centre, 2 Shelley Crescent, Heston, Middlesex, TW5 9BJ",020 85695688,9450,51.47741503735126,-0.3931012328621932,4
E85708,Gill Medical Practice,"32 Harlington Road East, Feltham, Middlesex, TW14 0AB",020 86301880,5399,51.45148076847433,-0.4049211398194779,2
E85712,Goodcare Practice,"Grand Union Health Centre, Taywood Road, Northolt, Middlesex, UB5 6WL",020 33137600,22182,51.53151433728152,-0.3762607338020158,5
E85713,Hounslow Family Practice,"77 Lampton Road, Hounslow, Middlesex, TW3 4JX",020 85721497,5602,51.47177347769326,-0.3668205246153809,2
E85714,The Pitshanger Lane Surgery,"209 Pitshanger Lane, Ealing, London, W5 1RQ",020 89974747,7663,51.52648270792618,-0.3109484528830918,3
E85715,Broadmead Surgery,"Grand Union Health Centre, Taywood Road, Northolt, Middlesex, UB5 6WL",020 33137570,14019,51.53151433728152,-0.3762607338020158,5
E85716,Bath Road Surgery,"Hounslow Medical Centre, 134 Bath Road, Hounslow, Middlesex, TW3 3ET",020 85779035,9208,51.470135,-0.378524,4
E85718,Hatton Medical Practice,"Hatton Medical Practice, 186 Hatton Road, Bedfont, Feltham, Middlesex, TW14 9PY",020 88908311,4459,51.45787905528302,-0.4332848223920179,2
E85719,Ashville Surgery,"Ashville Surgery, Swan House, Parsons Green Lane, Fulham, London, SW6 4HS",020 73717171,5752,51.47625507544593,-0.2011455353584446,2
E85721,The Town Surgery,"21 St.Georges Avenue, Southall, Middlesex, UB1 1PZ",020 88138122,7705,51.5123986217638,-0.3776898607783592,3
E85725,The Grove Medical Practice,"81 Danemead Grove, Petts Hill, Northolt, Middlesex, UB5 4NY",020 84238423,10702,51.555339927983596,-0.3624011610043642,4
E85726,Mattock Lane Health Centre,"Mattock Lane Health Ctr., 78 Mattock Lane, West Ealing, London, W13 9NZ",020 85671121,4591,51.5099294,-0.3152273,2
E85734,Queens Park Medical Practice,"Feltham Centre For Health, 3Rd Floor, The Centre, Feltham, Middlesex, TW13 4GU",020 86301505,9623,51.44636691973444,-0.4110857807791367,4
E85735,Brentford Family Practice,"Brentford Health Centre, Boston Manor Road, Brentford, Middlesex, TW8 8DS",020 86303822,5543,51.486759701556615,-0.3100545265524113,2
E85736,Little Park Surgery,"Little Park Surgery, 281 Hounslow Rd, Hanworth, Feltham, Middlesex, TW13 5JG",020 88946588,3129,51.44259484324792,-0.3877189103349276,1
E85739,Hmc Health Heston Great West,"Heston Health Centre, 25 Cranford Lane, Heston, Hounslow, Middlesex, TW5 9ER",020 86303414,2732,51.48396697712721,-0.3823860174622512,1
E85740,The Lynwood Surgery,"9 Lynwood Road, Ealing, London, W5 1JQ",020 89977522,4962,51.52859439303248,-0.299639779009892,2
E85743,St. Georges Medical Ctr.,"St.Georges Medical Ctr., 276 Lady Margaret Road, Southall, Middlesex, UB1 2RX",020 85782421,3741,51.5215992171302,-0.3745521590360873,1
E85744,Argyle Health-Isleworth Practice,"Isleworth Health Centre, 146 Twickenham Road, Isleworth, Middlesex, TW7 7DJ",020 86303604,2733,51.46781082351753,-0.3286898348015444,1
E85745,Jubilee Gardens Medical Centre,"Jubilee Gardens Med Ctr, Jubilee Gardens, Southall, Middlesex, UB1 2TJ",020 33137806,5240,51.5210961975541,-0.3687611787044037,2
E85746,Grove Park Terrace Surgery,"Grove Park Terrace Surg., 25 Grove Park Terrace, Chiswick, London, W4 3JL",020 86301680,3214,51.48466908353094,-0.2733327780631285,1
E85748,"The Medical Centre, Dr Kukar","The Medical Centre, 13 Ollgar Close, Uxbridge Road, London, W12 0NF",020 87407407,3392,51.5071261960314,-0.243865924582596,1
E85750,Spring Grove Medical Practice,"Spring Grove Medical Prac, Thornbury Road Centre, For Health, Thornbury Rd,Isleworth, TW7 4HG",020 86301058,11370,51.4743570649699,-0.3458491336278522,4
E86001,Mountwood Surgery,"Mountwood Surgery, Rickmansworth Road, Northwood, Middlesex, HA6 2RG",01923 828488,1960,51.61586863709089,-0.4425404192425503,1
E86003,Kingsway Surgery,"Wood End Park Centre, Judge Heath Lane, Hayes, Middlesex, UB3 2PB",020 87564388,5220,51.51747795789914,-0.4372077075603391,2
E86004,The Medical Centre,"The Medical Centre, 6 The Green, West Drayton, Middlesex, UB7 7PJ",01895 442026,5477,51.5044200503104,-0.4760680921849913,2
E86005,The Oakland Medical Centre,"The Oakland Medical Ctre, 32 Parkway, Hillingdon, Middlesex, UB10 9JX",01895 237411,12028,51.54524159537803,-0.4509292906530821,5
E86006,The Devonshire Lodge Practice,"Devonshire Lodge Practice, 2A Abbotsbury Gardens, Eastcote, Middlesex, HA5 1TG",020 8660075,4224,51.579257890244605,-0.3974578427659433,2
E86007,Harefield Practice,"Harefield Health Centre, Rickmansworth Road, Harefield, Middlesex, UB9 6JY",01895 822944,4784,51.608516058557065,-0.4791128129556355,2
E86009,Belmont Medical Centre,"The Belmont Medical Ctr, 53-57 Belmont Road, Uxbridge, Middlesex, UB8 1SD",01895 233211,4517,51.54826428497314,-0.4780362521003992,2
E86010,Yiewsley Family Practice,"The Family Practice, Yiewsley Health Centre, 20 High Street, Yiewsley, Middlesex, UB7 7DP",01895 435377,3660,51.511881,-0.4725379,1
E86011,Oxford Drive Medical Centre,"1 Oxford Drive, Eastcote, Ruislip, Middlesex, HA4 9EY",020 88663430,6200,51.56774062839466,-0.3930065616674493,3
E86012,Wood Lane Medical Centre,"The Medical Centre, 2A Wood Lane, Ruislip, Middlesex, HA4 6ER",01895 632677,9484,51.57121590258136,-0.4251637343534325,4
E86014,Cedars Medical Centre,"The Cedars Medical Centre, 118 Elliott Avenue, Ruislip, Middlesex, HA4 9LZ",020 84299595,6464,51.57057528969421,-0.4050275800554582,3
E86015,Central Uxbridge Surgery,"Central Uxbridge Surgery, George Street, Uxbridge, Middlesex, UB8 1UB",01895 231925,14088,51.54622922501379,-0.4757389612652573,5
E86016,The Pine Medical Centre,"The Pine Medical Centre, Fredora Avenue, Hayes, Middlesex, UB4 8RB",020 84328569,24776,51.5275908053881,-0.4168375553770977,5
E86017,Hayes Medical Centre,"Hayes Medical Centre, 157 Old Station Road, Hayes, Middlesex, UB3 4NA",020 85732037,12447,51.50105476525008,-0.4228431505574612,5
E86018,Townfield Doctors Surgery,"Hayes Community Campus, 34 College Way, Hayes, Middlesex, UB3 3DZ",020 85735856,14789,51.51584298490789,-0.4112205001039029,5
E86019,The Warren Practice,"The Warren Practice, The Warren, Uxbridge Road, Hayes, Middlesex, UB4 0SF",020 85732476,13092,51.51968321325182,-0.4086077329649803,5
E86020,Yeading Court Surgery,"1-2 Yeading Court, Masefield Lane, Hayes, Middlesex, UB4 9AJ",020 88451515,6973,51.52829879464362,-0.4000900509042772,3
E86022,The Abbotsbury Practice,"Eastcote Health Centre, Abbotsbury Gardens, Eastcote, Middlesex, HA5 1TG",020 88660121,16081,51.579257890244605,-0.3974578427659433,5
E86024,King Edwards Medical Centre,"King Edwards Medical Ctr, 19 King Edward'S Road, Ruislip, Middlesex, HA4 7AE",01895 632021,15923,51.57460882566184,-0.4280625485050815,5
